Trip ID,Membership Type,Bicycle ID,Checkout Date,Checkout Time,Checkout Kiosk ID,Checkout Kiosk,Return Kiosk ID,Return Kiosk,Trip Duration Minutes,Month,Year
16474010,Local365,37,12/03/2017,17:14:24,3687,Boardwalk West,2575,Riverside @ S. Lamar,11,,
16474014,Local30,1224,12/03/2017,17:14:41,3686,Sterzing at Barton Springs,3686,Sterzing at Barton Springs,1,,
16474021,Local30,683,12/03/2017,17:15:17,3686,Sterzing at Barton Springs,2495,4th & Congress,14,,
16474052,Walk Up,884,12/03/2017,17:20:00,2572,Barton Springs Pool,2549,Long Center @ South 1st & Riverside,16,,
16474056,Walk Up,442,12/03/2017,17:20:54,2572,Barton Springs Pool,2549,Long Center @ South 1st & Riverside,16,,
16474069,Local365,919,12/03/2017,17:24:03,2498,Convention Center / 4th St. @ MetroRail,2502,Barton Springs & Riverside,6,,
16474079,Local365,37,12/03/2017,17:26:05,2575,Riverside @ S. Lamar,2707,Rainey St @ Cummings,14,,
16474092,Walk Up,430,12/03/2017,17:28:43,2574,Zilker Park,2501,5th & Bowie,29,,
16474098,Walk Up,1932,12/03/2017,17:29:29,2574,Zilker Park,2501,5th & Bowie,16,,
16474137,Walk Up,397,12/03/2017,17:34:36,2548,UT West Mall @ Guadalupe,2548,UT West Mall @ Guadalupe,47,,
16474143,Walk Up,2108,12/03/2017,17:36:13,2548,UT West Mall @ Guadalupe,2548,UT West Mall @ Guadalupe,45,,
16474147,Walk Up,122,12/03/2017,17:36:58,2548,UT West Mall @ Guadalupe,2548,UT West Mall @ Guadalupe,45,,
16474152,Local365,327,12/03/2017,17:39:31,2823,Capital Metro HQ - East 5th at Broadway,2499,City Hall / Lavaca & 2nd,17,,
16474154,Local365,104,12/03/2017,17:40:30,2552,3rd & West,2711,Barton Springs @ Kinney Ave,7,,
16474160,Local30,890,12/03/2017,17:41:27,2504,South Congress & Elizabeth,2495,4th & Congress,49,,
16474163,Local365+Guest Pass,2288,12/03/2017,17:41:58,1007,Lavaca & 6th,2549,Long Center @ South 1st & Riverside,5,,
16474167,Local365,670,12/03/2017,17:42:38,2537,West & 6th St.,3292,East 4th & Chicon,18,,
16474168,Local365,968,12/03/2017,17:42:45,2537,West & 6th St.,3292,East 4th & Chicon,18,,
16474179,Local365+Guest Pass,123,12/03/2017,17:43:54,2566,Pfluger Bridge @ W 2nd Street,1007,Lavaca & 6th,8,,
16474187,Local365,911,12/03/2017,17:45:34,3621,Nueces & 3rd,3621,Nueces & 3rd,1,,
16474193,Local365,352,12/03/2017,17:46:58,3621,Nueces & 3rd,3621,Nueces & 3rd,14,,
16474203,Explorer,765,12/03/2017,17:51:55,2503,South Congress & James,2542,Plaza Saltillo,21,,
16474207,Walk Up,2126,12/03/2017,17:52:29,2563,Davis at Rainey Street,2537,West & 6th St.,26,,
16474208,Local365,197,12/03/2017,17:52:31,2552,3rd & West,2549,Long Center @ South 1st & Riverside,6,,
16474224,Walk Up,540,12/03/2017,17:54:11,2563,Davis at Rainey Street,2537,West & 6th St.,24,,
16474228,Walk Up,370,12/03/2017,17:55:11,2563,Davis at Rainey Street,2537,West & 6th St.,23,,
16474235,Walk Up,275,12/03/2017,17:56:15,2563,Davis at Rainey Street,2537,West & 6th St.,22,,
16474238,Walk Up,1932,12/03/2017,17:56:49,2501,5th & Bowie,2539,Convention Center / 3rd & Trinity,30,,
16474242,Walk Up,27,12/03/2017,17:57:14,2501,5th & Bowie,2539,Convention Center / 3rd & Trinity,29,,
16474243,Walk Up,864,12/03/2017,17:57:17,2563,Davis at Rainey Street,2537,West & 6th St.,21,,
16474245,Walk Up,517,12/03/2017,17:58:02,2563,Davis at Rainey Street,2537,West & 6th St.,20,,
16474262,Walk Up,223,12/03/2017,18:07:59,3685,Henderson & 9th,3686,Sterzing at Barton Springs,19,,
16474274,Local365,252,12/03/2017,18:12:18,2499,City Hall / Lavaca & 2nd,2548,UT West Mall @ Guadalupe,14,,
16474286,Weekender,956,12/03/2017,18:15:55,2494,2nd & Congress,2571,Red River & 8th Street,9,,
16474289,Weekender,873,12/03/2017,18:16:42,2494,2nd & Congress,2571,Red River & 8th Street,8,,
16474291,Local365,214,12/03/2017,18:17:23,2503,South Congress & James,3684,Congress & Cesar Chavez,12,,
16474314,Local30,558,12/03/2017,18:25:18,2566,Pfluger Bridge @ W 2nd Street,2499,City Hall / Lavaca & 2nd,7,,
16474345,Local30,693,12/03/2017,18:32:26,2495,4th & Congress,2537,West & 6th St.,8,,
16474358,Walk Up,920,12/03/2017,18:36:18,3513,South Congress & Barton Springs at the Austin American-Statesman,3686,Sterzing at Barton Springs,9,,
16474414,Weekender,670,12/03/2017,19:05:44,3292,East 4th & Chicon,2565,Trinity & 6th Street,9,,
16474416,Weekender,68,12/03/2017,19:06:09,3292,East 4th & Chicon,2565,Trinity & 6th Street,8,,
16474418,Weekender,976,12/03/2017,19:07:42,2707,Rainey St @ Cummings,2494,2nd & Congress,16,,
16474421,Weekender,696,12/03/2017,19:09:10,2707,Rainey St @ Cummings,2494,2nd & Congress,14,,
16474437,Local30,683,12/03/2017,19:14:24,2495,4th & Congress,3686,Sterzing at Barton Springs,289,,
16474438,Walk Up,920,12/03/2017,19:14:28,3686,Sterzing at Barton Springs,3513,South Congress & Barton Springs at the Austin American-Statesman,23,,
16474447,Local365,158,12/03/2017,19:18:34,2494,2nd & Congress,2566,Pfluger Bridge @ W 2nd Street,6,,
16474449,Local365,429,12/03/2017,19:18:56,2494,2nd & Congress,2566,Pfluger Bridge @ W 2nd Street,6,,
16474451,Local365,800,12/03/2017,19:19:24,2563,Davis at Rainey Street,3621,Nueces & 3rd,7,,
16474474,Local30,716,12/03/2017,19:31:19,2501,5th & Bowie,2822,East 6th at Robert Martinez,30,,
16474480,Walk Up,1224,12/03/2017,19:32:19,3686,Sterzing at Barton Springs,2549,Long Center @ South 1st & Riverside,28,,
16474482,Walk Up,214,12/03/2017,19:33:06,3684,Congress & Cesar Chavez,2567,Palmer Auditorium,21,,
16474484,Walk Up,898,12/03/2017,19:33:25,3684,Congress & Cesar Chavez,2567,Palmer Auditorium,21,,
16474518,Local30,553,12/03/2017,19:50:51,2822,East 6th at Robert Martinez,2495,4th & Congress,11,,
16474550,Local30,716,12/03/2017,20:02:13,2822,East 6th at Robert Martinez,2823,Capital Metro HQ - East 5th at Broadway,28,,
16474560,Walk Up,871,12/03/2017,20:05:53,2552,3rd & West,2494,2nd & Congress,11,,
16474574,Local30,321,12/03/2017,20:14:09,2563,Davis at Rainey Street,2563,Davis at Rainey Street,0,,
16474578,Local30,247,12/03/2017,20:14:35,2563,Davis at Rainey Street,2495,4th & Congress,8,,
16474625,Weekender,391,12/03/2017,20:31:52,3619,6th & Congress,3619,6th & Congress,1,,
16474626,Walk Up,247,12/03/2017,20:31:56,2495,4th & Congress,2552,3rd & West,7,,
16474627,Weekender,872,12/03/2017,20:32:01,3619,6th & Congress,2499,City Hall / Lavaca & 2nd,4,,
16474630,Weekender,930,12/03/2017,20:32:46,3619,6th & Congress,2499,City Hall / Lavaca & 2nd,4,,
16474690,Local365+Guest Pass,123,12/03/2017,21:14:36,1007,Lavaca & 6th,2566,Pfluger Bridge @ W 2nd Street,5,,
16474715,Local30,558,12/03/2017,21:38:05,2499,City Hall / Lavaca & 2nd,2567,Palmer Auditorium,5,,
16474717,Local30,327,12/03/2017,21:38:25,2499,City Hall / Lavaca & 2nd,2567,Palmer Auditorium,5,,
16474744,Walk Up,285,12/03/2017,21:55:07,2498,Convention Center / 4th St. @ MetroRail,3390,Brazos & 6th,6,,
16474749,Weekender,685,12/03/2017,21:58:20,2499,City Hall / Lavaca & 2nd,2498,Convention Center / 4th St. @ MetroRail,7,,
16474750,Weekender,661,12/03/2017,21:58:24,2499,City Hall / Lavaca & 2nd,2498,Convention Center / 4th St. @ MetroRail,7,,
16474752,Local365,800,12/03/2017,21:59:08,3621,Nueces & 3rd,2566,Pfluger Bridge @ W 2nd Street,2,,
16474809,Walk Up,285,12/03/2017,22:53:23,3390,Brazos & 6th,2495,4th & Congress,11,,
16474839,Weekender,661,12/03/2017,23:36:22,2498,Convention Center / 4th St. @ MetroRail,2563,Davis at Rainey Street,8,,
16474840,Weekender,360,12/03/2017,23:36:44,2498,Convention Center / 4th St. @ MetroRail,2563,Davis at Rainey Street,8,,
16474846,Walk Up,285,12/03/2017,23:48:10,2495,4th & Congress,3390,Brazos & 6th,11,,
16474859,Walk Up,360,12/04/2017,0:18:20,2563,Davis at Rainey Street,2569,East 11th St. & San Marcos,25,,
16474861,Weekender,661,12/04/2017,0:21:02,2563,Davis at Rainey Street,3292,East 4th & Chicon,10,,
16474863,Weekender,560,12/04/2017,0:21:32,2563,Davis at Rainey Street,3292,East 4th & Chicon,14,,
16474882,Local365,79,12/04/2017,0:44:09,2548,UT West Mall @ Guadalupe,2567,Palmer Auditorium,14,,
16474892,Walk Up,282,12/04/2017,1:58:53,2565,Trinity & 6th Street,2498,Convention Center / 4th St. @ MetroRail,9,,
16474893,Local30,553,12/04/2017,1:58:59,2495,4th & Congress,2822,East 6th at Robert Martinez,14,,
16474915,Local30,37,12/04/2017,5:29:06,2707,Rainey St @ Cummings,1007,Lavaca & 6th,7,,
16475107,Republic Rider (Annual),102,12/04/2017,6:46:43,2499,City Hall / Lavaca & 2nd,2501,5th & Bowie,5,,
16474972,Local365,115,12/04/2017,6:49:51,2542,Plaza Saltillo,2544,East 6th & Pedernales St.,6,,
16474992,Local30,1641,12/04/2017,7:02:43,2542,Plaza Saltillo,3390,Brazos & 6th,7,,
16474993,Local365,212,12/04/2017,7:02:49,2552,3rd & West,2495,4th & Congress,6,,
16475020,Local365,367,12/04/2017,7:15:48,2542,Plaza Saltillo,2494,2nd & Congress,7,,
16475038,Local365,123,12/04/2017,7:23:09,2566,Pfluger Bridge @ W 2nd Street,3619,6th & Congress,7,,
16475041,Local365,875,12/04/2017,7:25:16,2498,Convention Center / 4th St. @ MetroRail,2571,Red River & 8th Street,4,,
16475044,Local365,284,12/04/2017,7:25:46,2561,State Capitol Visitors Garage @ San Jacinto & 12th,2571,Red River & 8th Street,4,,
16475052,Local365,35,12/04/2017,7:27:31,2499,City Hall / Lavaca & 2nd,2498,Convention Center / 4th St. @ MetroRail,7,,
16475053,Local365,507,12/04/2017,7:29:41,2575,Riverside @ S. Lamar,2502,Barton Springs & Riverside,6,,
16475075,Local30,64,12/04/2017,7:40:07,3687,Boardwalk West,3619,6th & Congress,11,,
16475121,Local365+Guest Pass,430,12/04/2017,7:52:03,2501,5th & Bowie,2496,8th & Congress,5,,
16475133,Local365,320,12/04/2017,7:56:27,2822,East 6th at Robert Martinez,2496,8th & Congress,12,,
16475138,Local365,35,12/04/2017,7:57:29,2498,Convention Center / 4th St. @ MetroRail,2502,Barton Springs & Riverside,7,,
16475142,Local30,800,12/04/2017,7:58:40,2566,Pfluger Bridge @ W 2nd Street,2495,4th & Congress,6,,
16475181,Local365,270,12/04/2017,8:05:53,2503,South Congress & James,2494,2nd & Congress,13,,
16475189,Local365,36,12/04/2017,8:09:23,2570,South Congress & Academy,2494,2nd & Congress,5,,
16475196,Local365,979,12/04/2017,8:12:01,2542,Plaza Saltillo,2494,2nd & Congress,11,,
16475199,Local30,1851,12/04/2017,8:12:35,2570,South Congress & Academy,2494,2nd & Congress,7,,
16475200,Local30,2887,12/04/2017,8:12:36,2570,South Congress & Academy,2494,2nd & Congress,7,,
16475201,Local30,445,12/04/2017,8:12:43,2542,Plaza Saltillo,2539,Convention Center / 3rd & Trinity,13,,
16475206,Local365,765,12/04/2017,8:13:48,2542,Plaza Saltillo,2539,Convention Center / 3rd & Trinity,13,,
16475217,Local30,549,12/04/2017,8:16:31,3660,Medina & East 6th,3619,6th & Congress,7,,
16475242,Local365,178,12/04/2017,8:19:46,2549,Long Center @ South 1st & Riverside,2495,4th & Congress,7,,
16475251,Walk Up,712,12/04/2017,8:21:44,2503,South Congress & James,2503,South Congress & James,51,,
16475253,Local365+Guest Pass,429,12/04/2017,8:22:16,2566,Pfluger Bridge @ W 2nd Street,2562,San Jacinto & 8th Street,10,,
16475258,Walk Up,254,12/04/2017,8:22:44,2503,South Congress & James,2503,South Congress & James,49,,
16475261,Walk Up,867,12/04/2017,8:23:29,2503,South Congress & James,2503,South Congress & James,49,,
16475263,Local30,759,12/04/2017,8:23:49,2552,3rd & West,2495,4th & Congress,4,,
16475268,Local365,849,12/04/2017,8:26:42,2498,Convention Center / 4th St. @ MetroRail,2499,City Hall / Lavaca & 2nd,7,,
16475273,Local365,384,12/04/2017,8:28:02,2498,Convention Center / 4th St. @ MetroRail,2567,Palmer Auditorium,10,,
16475275,Walk Up,102,12/04/2017,8:28:31,2501,5th & Bowie,2575,Riverside @ S. Lamar,30,,
16475284,Walk Up,983,12/04/2017,8:29:27,2501,5th & Bowie,2575,Riverside @ S. Lamar,29,,
16475292,Local30,397,12/04/2017,8:30:35,2548,UT West Mall @ Guadalupe,2497,Capitol Station / Congress & 11th,10,,
16475294,Local365,420,12/04/2017,8:31:38,2501,5th & Bowie,3684,Congress & Cesar Chavez,8,,
16475343,Local365,399,12/04/2017,8:39:06,2566,Pfluger Bridge @ W 2nd Street,3619,6th & Congress,7,,
16475356,Local365,321,12/04/2017,8:43:34,2563,Davis at Rainey Street,2539,Convention Center / 3rd & Trinity,3,,
16475367,Local365,425,12/04/2017,8:45:06,2552,3rd & West,2495,4th & Congress,5,,
16475376,Local30,664,12/04/2017,8:45:59,2501,5th & Bowie,2499,City Hall / Lavaca & 2nd,5,,
16475380,Walk Up,849,12/04/2017,8:46:36,2499,City Hall / Lavaca & 2nd,2548,UT West Mall @ Guadalupe,22,,
16475386,Local365,386,12/04/2017,8:47:54,2707,Rainey St @ Cummings,3660,Medina & East 6th,10,,
16475389,Local365,377,12/04/2017,8:48:21,2552,3rd & West,3619,6th & Congress,7,,
16475390,Local365+Guest Pass,930,12/04/2017,8:48:22,2499,City Hall / Lavaca & 2nd,2502,Barton Springs & Riverside,4,,
16475391,Local365+Guest Pass,996,12/04/2017,8:48:26,2707,Rainey St @ Cummings,3660,Medina & East 6th,8,,
16475423,Local365,272,12/04/2017,8:53:15,2707,Rainey St @ Cummings,2563,Davis at Rainey Street,2,,
16475448,Local365,996,12/04/2017,8:56:53,3660,Medina & East 6th,2499,City Hall / Lavaca & 2nd,14,,
16475467,Walk Up,102,12/04/2017,8:59:04,2575,Riverside @ S. Lamar,2575,Riverside @ S. Lamar,37,,
16475477,Walk Up,150,12/04/2017,8:59:40,2575,Riverside @ S. Lamar,2575,Riverside @ S. Lamar,5,,
16475481,Local365,299,12/04/2017,8:59:57,2575,Riverside @ S. Lamar,3621,Nueces & 3rd,7,,
16475486,Local365,272,12/04/2017,9:00:30,2563,Davis at Rainey Street,2497,Capitol Station / Congress & 11th,11,,
16475499,Walk Up,281,12/04/2017,9:04:38,2575,Riverside @ S. Lamar,2575,Riverside @ S. Lamar,32,,
16475509,Local365,327,12/04/2017,9:07:01,2567,Palmer Auditorium,3684,Congress & Cesar Chavez,9,,
16475511,Local365,417,12/04/2017,9:07:24,2498,Convention Center / 4th St. @ MetroRail,2501,5th & Bowie,7,,
16475515,Local365,388,12/04/2017,9:08:10,2570,South Congress & Academy,2499,City Hall / Lavaca & 2nd,7,,
16475528,Local365,84,12/04/2017,9:10:20,2542,Plaza Saltillo,2498,Convention Center / 4th St. @ MetroRail,4,,
16475537,Walk Up,430,12/04/2017,9:11:50,2496,8th & Congress,3619,6th & Congress,42,,
16475541,Walk Up,447,12/04/2017,9:12:41,2496,8th & Congress,3619,6th & Congress,41,,
16475556,Local365,2204,12/04/2017,9:15:04,2570,South Congress & Academy,2494,2nd & Congress,7,,
16475557,Local365,288,12/04/2017,9:16:43,3377,MoPac Pedestrian Bridge @ Veterans Drive,2566,Pfluger Bridge @ W 2nd Street,9,,
16475559,Walk Up,934,12/04/2017,9:17:16,3377,MoPac Pedestrian Bridge @ Veterans Drive,3377,MoPac Pedestrian Bridge @ Veterans Drive,51,,
16475566,Local365,546,12/04/2017,9:18:42,2563,Davis at Rainey Street,2707,Rainey St @ Cummings,2,,
16475573,Local30,712,12/04/2017,9:19:16,2503,South Congress & James,1007,Lavaca & 6th,10,,
16475574,Local365,232,12/04/2017,9:19:24,3621,Nueces & 3rd,2544,East 6th & Pedernales St.,23,,
16475670,Local365,278,12/04/2017,9:32:13,2567,Palmer Auditorium,2567,Palmer Auditorium,7,,
16475683,Local365,874,12/04/2017,9:33:38,2498,Convention Center / 4th St. @ MetroRail,2822,East 6th at Robert Martinez,10,,
16475698,Local365,589,12/04/2017,9:35:47,2569,East 11th St. & San Marcos,2562,San Jacinto & 8th Street,6,,
16475714,Walk Up,254,12/04/2017,9:37:43,2503,South Congress & James,2547,Guadalupe & 21st,31,,
16475715,Local365,553,12/04/2017,9:37:54,2822,East 6th at Robert Martinez,3619,6th & Congress,14,,
16475720,Local30,282,12/04/2017,9:38:36,2498,Convention Center / 4th St. @ MetroRail,2562,San Jacinto & 8th Street,5,,
16475722,Walk Up,867,12/04/2017,9:38:53,2503,South Congress & James,2547,Guadalupe & 21st,30,,
16475724,Local365,735,12/04/2017,9:39:17,2498,Convention Center / 4th St. @ MetroRail,2567,Palmer Auditorium,9,,
16475729,Local365,546,12/04/2017,9:40:22,2707,Rainey St @ Cummings,2542,Plaza Saltillo,9,,
16475841,Local365,362,12/04/2017,9:58:38,2552,3rd & West,2499,City Hall / Lavaca & 2nd,4,,
16475850,Weekender,3212,12/04/2017,10:01:58,3684,Congress & Cesar Chavez,2494,2nd & Congress,38,,
16475855,Weekender,276,12/04/2017,10:03:27,3684,Congress & Cesar Chavez,2494,2nd & Congress,35,,
16475864,Local365+Guest Pass,373,12/04/2017,10:05:05,3455,Republic Square @ 5th & Guadalupe,2501,5th & Bowie,4,,
16475870,Local365,232,12/04/2017,10:05:53,2544,East 6th & Pedernales St.,3621,Nueces & 3rd,26,,
16475909,Walk Up,1000,12/04/2017,10:10:35,3377,MoPac Pedestrian Bridge @ Veterans Drive,2539,Convention Center / 3rd & Trinity,28,,
16475956,Local365,177,12/04/2017,10:16:24,1007,Lavaca & 6th,2501,5th & Bowie,8,,
16475985,Walk Up,360,12/04/2017,10:22:03,2569,East 11th St. & San Marcos,2547,Guadalupe & 21st,97,,
16476023,Walk Up,169,12/04/2017,10:28:53,2563,Davis at Rainey Street,2538,Bullock Museum @ Congress & MLK,19,,
16476031,Walk Up,668,12/04/2017,10:30:00,2563,Davis at Rainey Street,2538,Bullock Museum @ Congress & MLK,17,,
16476037,Local30,862,12/04/2017,10:30:55,3513,South Congress & Barton Springs at the Austin American-Statesman,2497,Capitol Station / Congress & 11th,8,,
16476054,Local365+Guest Pass,479,12/04/2017,10:33:58,3660,Medina & East 6th,2707,Rainey St @ Cummings,9,,
16476055,Local365,262,12/04/2017,10:34:06,3660,Medina & East 6th,2707,Rainey St @ Cummings,9,,
16476064,Walk Up,555,12/04/2017,10:36:00,2498,Convention Center / 4th St. @ MetroRail,3687,Boardwalk West,21,,
16476126,Local365,621,12/04/2017,10:48:40,2563,Davis at Rainey Street,3390,Brazos & 6th,5,,
16476185,Local365,874,12/04/2017,10:59:14,2822,East 6th at Robert Martinez,2539,Convention Center / 3rd & Trinity,10,,
16476198,Walk Up,555,12/04/2017,11:00:46,3687,Boardwalk West,3686,Sterzing at Barton Springs,21,,
16476209,Local365,546,12/04/2017,11:03:21,2542,Plaza Saltillo,2822,East 6th at Robert Martinez,4,,
16476210,Walk Up,16,12/04/2017,11:03:48,3513,South Congress & Barton Springs at the Austin American-Statesman,2497,Capitol Station / Congress & 11th,29,,
16476212,Local365,58,12/04/2017,11:03:55,2547,Guadalupe & 21st,3635,13th & San Antonio,5,,
16476224,Local365,388,12/04/2017,11:04:57,2499,City Hall / Lavaca & 2nd,2569,East 11th St. & San Marcos,11,,
16476225,Walk Up,938,12/04/2017,11:05:30,3513,South Congress & Barton Springs at the Austin American-Statesman,2497,Capitol Station / Congress & 11th,27,,
16476249,Local365,924,12/04/2017,11:10:23,3660,Medina & East 6th,2552,3rd & West,11,,
16476256,Explorer,367,12/04/2017,11:11:24,2494,2nd & Congress,3455,Republic Square @ 5th & Guadalupe,37,,
16476286,Walk Up,417,12/04/2017,11:15:55,2501,5th & Bowie,2562,San Jacinto & 8th Street,36,,
16476292,Walk Up,560,12/04/2017,11:16:40,3292,East 4th & Chicon,3687,Boardwalk West,51,,
16476293,Walk Up,177,12/04/2017,11:16:49,2501,5th & Bowie,2562,San Jacinto & 8th Street,35,,
16476296,Walk Up,968,12/04/2017,11:17:29,3292,East 4th & Chicon,3687,Boardwalk West,50,,
16476299,Walk Up,775,12/04/2017,11:18:18,2539,Convention Center / 3rd & Trinity,2501,5th & Bowie,17,,
16476303,Walk Up,27,12/04/2017,11:18:36,2539,Convention Center / 3rd & Trinity,2501,5th & Bowie,17,,
16476307,Weekender,875,12/04/2017,11:19:54,2571,Red River & 8th Street,2494,2nd & Congress,10,,
16476309,Weekender,873,12/04/2017,11:20:39,2571,Red River & 8th Street,2494,2nd & Congress,10,,
16476322,Local365,262,12/04/2017,11:23:11,2707,Rainey St @ Cummings,2563,Davis at Rainey Street,3,,
16476325,Walk Up,452,12/04/2017,11:24:38,2539,Convention Center / 3rd & Trinity,2539,Convention Center / 3rd & Trinity,0,,
16476335,Walk Up,30,12/04/2017,11:25:47,2498,Convention Center / 4th St. @ MetroRail,3619,6th & Congress,7,,
16476340,Walk Up,452,12/04/2017,11:26:36,2539,Convention Center / 3rd & Trinity,2547,Guadalupe & 21st,16,,
16476343,Walk Up,937,12/04/2017,11:27:07,3619,6th & Congress,2548,UT West Mall @ Guadalupe,39,,
16476373,Local365,276,12/04/2017,11:33:48,2563,Davis at Rainey Street,2494,2nd & Congress,5,,
16476380,Walk Up,555,12/04/2017,11:34:23,3686,Sterzing at Barton Springs,2570,South Congress & Academy,39,,
16476435,Weekender,27,12/04/2017,11:43:34,2501,5th & Bowie,2567,Palmer Auditorium,16,,
16476440,Weekender,775,12/04/2017,11:44:21,2501,5th & Bowie,2567,Palmer Auditorium,15,,
16476492,Local30,422,12/04/2017,11:54:34,2537,West & 6th St.,2537,West & 6th St.,78,,
16476494,Local365,815,12/04/2017,11:54:40,2494,2nd & Congress,2494,2nd & Congress,15,,
16476515,Local365+Guest Pass,466,12/04/2017,11:57:41,2544,East 6th & Pedernales St.,2544,East 6th & Pedernales St.,2,,
16476516,Weekender,84,12/04/2017,11:58:30,2498,Convention Center / 4th St. @ MetroRail,2570,South Congress & Academy,14,,
16476523,Local365,266,12/04/2017,12:00:03,2501,5th & Bowie,3621,Nueces & 3rd,4,,
16476524,Local365+Guest Pass,114,12/04/2017,12:00:04,2544,East 6th & Pedernales St.,3619,6th & Congress,14,,
16476531,Weekender,593,12/04/2017,12:01:41,2498,Convention Center / 4th St. @ MetroRail,2570,South Congress & Academy,11,,
16476566,Local365+Guest Pass,919,12/04/2017,12:06:58,3660,Medina & East 6th,3619,6th & Congress,7,,
16476578,Local365,373,12/04/2017,12:09:27,2501,5th & Bowie,3455,Republic Square @ 5th & Guadalupe,3,,
16476592,Local365,1851,12/04/2017,12:11:21,2494,2nd & Congress,2494,2nd & Congress,13,,
16476596,Weekender,348,12/04/2017,12:11:57,2497,Capitol Station / Congress & 11th,2567,Palmer Auditorium,16,,
16476597,Local365,278,12/04/2017,12:12:03,2567,Palmer Auditorium,2567,Palmer Auditorium,12,,
16476601,Weekender,397,12/04/2017,12:12:39,2497,Capitol Station / Congress & 11th,2567,Palmer Auditorium,15,,
16476627,Walk Up,550,12/04/2017,12:17:24,3684,Congress & Cesar Chavez,3684,Congress & Cesar Chavez,46,,
16476629,Walk Up,420,12/04/2017,12:18:34,3684,Congress & Cesar Chavez,3684,Congress & Cesar Chavez,45,,
16476638,Local365,472,12/04/2017,12:20:50,2496,8th & Congress,2544,East 6th & Pedernales St.,22,,
16476642,Local365,37,12/04/2017,12:21:15,1007,Lavaca & 6th,2495,4th & Congress,2,,
16476644,Walk Up,460,12/04/2017,12:21:21,3687,Boardwalk West,2504,South Congress & Elizabeth,49,,
16476649,Walk Up,341,12/04/2017,12:22:24,3687,Boardwalk West,2504,South Congress & Elizabeth,31,,
16476652,Walk Up,428,12/04/2017,12:23:20,2541,State Capitol @ 14th & Colorado,2575,Riverside @ S. Lamar,56,,
16476659,Local365,751,12/04/2017,12:25:41,2822,East 6th at Robert Martinez,2502,Barton Springs & Riverside,17,,
16476660,Walk Up,2204,12/04/2017,12:25:55,2563,Davis at Rainey Street,2563,Davis at Rainey Street,1,,
16476665,Walk Up,2108,12/04/2017,12:26:42,2548,UT West Mall @ Guadalupe,2548,UT West Mall @ Guadalupe,43,,
16476687,Walk Up,934,12/04/2017,12:30:50,3377,MoPac Pedestrian Bridge @ Veterans Drive,3293,East 2nd & Pedernales,53,,
16476688,Walk Up,3212,12/04/2017,12:31:38,2563,Davis at Rainey Street,2563,Davis at Rainey Street,52,,
16476695,Walk Up,329,12/04/2017,12:33:00,3377,MoPac Pedestrian Bridge @ Veterans Drive,3293,East 2nd & Pedernales,50,,
16476696,Local365,924,12/04/2017,12:33:44,2552,3rd & West,3660,Medina & East 6th,15,,
16476713,Local365,114,12/04/2017,12:36:57,3619,6th & Congress,2561,State Capitol Visitors Garage @ San Jacinto & 12th,7,,
16476722,Local365,991,12/04/2017,12:38:41,2502,Barton Springs & Riverside,2501,5th & Bowie,12,,
16476779,Walk Up,16,12/04/2017,12:48:23,2497,Capitol Station / Congress & 11th,2570,South Congress & Academy,42,,
16476792,Walk Up,105,12/04/2017,12:49:23,2501,5th & Bowie,2539,Convention Center / 3rd & Trinity,9,,
16476794,Walk Up,938,12/04/2017,12:49:28,2497,Capitol Station / Congress & 11th,2570,South Congress & Academy,41,,
16476796,Walk Up,127,12/04/2017,12:49:48,2501,5th & Bowie,2539,Convention Center / 3rd & Trinity,9,,
16476836,Walk Up,135,12/04/2017,12:57:17,3686,Sterzing at Barton Springs,3686,Sterzing at Barton Springs,49,,
16476852,Local365,884,12/04/2017,12:59:38,2549,Long Center @ South 1st & Riverside,2549,Long Center @ South 1st & Riverside,1,,
16476873,Walk Up,3541,12/04/2017,13:03:32,2540,17th & Guadalupe,2504,South Congress & Elizabeth,36,,
16476897,Local365+Guest Pass,680,12/04/2017,13:08:52,3292,East 4th & Chicon,2552,3rd & West,14,,
16476903,Walk Up,460,12/04/2017,13:10:33,2504,South Congress & Elizabeth,3685,Henderson & 9th,24,,
16476906,Walk Up,341,12/04/2017,13:11:22,2504,South Congress & Elizabeth,3685,Henderson & 9th,23,,
16476926,Walk Up,270,12/04/2017,13:14:26,2494,2nd & Congress,2711,Barton Springs @ Kinney Ave,30,,
16476957,Local365,910,12/04/2017,13:20:20,2501,5th & Bowie,2499,City Hall / Lavaca & 2nd,4,,
16476958,Local365,302,12/04/2017,13:21:12,3377,MoPac Pedestrian Bridge @ Veterans Drive,2552,3rd & West,17,,
16476962,Walk Up,102,12/04/2017,13:22:20,2575,Riverside @ S. Lamar,2503,South Congress & James,40,,
16476963,Weekender,775,12/04/2017,13:22:29,2567,Palmer Auditorium,2501,5th & Bowie,36,,
16476965,Weekender,5,12/04/2017,13:22:41,2567,Palmer Auditorium,2501,5th & Bowie,36,,
16476973,Walk Up,226,12/04/2017,13:24:44,3293,East 2nd & Pedernales,2570,South Congress & Academy,51,,
16476980,Walk Up,180,12/04/2017,13:26:01,2561,State Capitol Visitors Garage @ San Jacinto & 12th,2547,Guadalupe & 21st,150,,
16476982,Walk Up,57,12/04/2017,13:26:13,3293,East 2nd & Pedernales,2570,South Congress & Academy,49,,
